file	sha256	relocation_section	relocation_index	target_section	offset	elf_address	file_offset	type	symbol	symbol_index	symbol_undefined	symbol_type	symbol_section	symbol_value	addend	resolved_target_functions	resolved_target_address	owners	owner_start	owner_offset	owner_extent	owner_end	owner_fde	evidence	instruction_word
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.rela.text	9611	.text	0x37548	0x37548	0x375a8	R_AARCH64_CALL26	host_notify_npuMbox	1004	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text+0x37490	0x37490	0xb8	eh_frame_FDE	0x3759c	0x99c8	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.rela.text	9633	.text	0x377f0	0x377f0	0x37850	R_AARCH64_CALL26	host_notify_npuMbox	1004	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text+0x37740	0x37740	0xb0	eh_frame_FDE	0x37844	0x9a60	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.rela.text	9647	.text	0x379f8	0x379f8	0x37a58	R_AARCH64_CALL26	host_notify_npuMbox	1004	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			ecnt_hwnat_npu_check_vxlan_hdr_list	0x37844	0x1b4	symbol_size	0x37a60		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.rela.text	9674	.text	0x37d18	0x37d18	0x37d78	R_AARCH64_CALL26	host_notify_npuMbox	1004	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text+0x37c14	0x37c14	0x104	eh_frame_FDE	0x37da8	0x9b0c	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.rela.text	9802	.text	0x38518	0x38518	0x38578	R_AARCH64_CALL26	host_notify_npuMbox	1004	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text+0x382d4	0x382d4	0x244	eh_frame_FDE	0x3858c	0x9bac	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.rela.text	9851	.text	0x38990	0x38990	0x389f0	R_AARCH64_CALL26	host_notify_npuMbox	1004	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text+0x386f0	0x386f0	0x2a0	eh_frame_FDE	0x38c64	0x9c50	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.rela.text	9886	.text	0x38bac	0x38bac	0x38c0c	R_AARCH64_CALL26	host_notify_npuMbox	1004	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text+0x386f0	0x386f0	0x4bc	eh_frame_FDE	0x38c64	0x9c50	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.rela.text.unlikely	89	.text.unlikely	0xa54	0xa54	0x46e48	R_AARCH64_CALL26	host_notify_npuMbox	1004	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text.unlikely+0x98c	0x98c	0xc8	eh_frame_FDE	0xab0	0xc4	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.rela.text	8107	.text	0x23778	0x23778	0x237d8	R_AARCH64_CALL26	host_notify_npuMbox	10611	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text+0x236c0	0x236c0	0xb8	eh_frame_FDE	0x237e4	0x4580	direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.rela.text.unlikely	509	.text.unlikely	0x144c	0x144c	0x41f218	R_AARCH64_CALL26	host_notify_npuMbox	10611	1	STT_NOTYPE	SHN_UNDEF	0x0	0x0			unnamed@.text.unlikely+0x1374	0x1374	0xd8	eh_frame_FDE	0x14a0	0x4554	direct_call_BL	0x94000000
