file	sha256	relocation_section	relocation_index	target_section	offset	elf_address	file_offset	type	symbol	symbol_index	symbol_undefined	symbol_type	symbol_section	symbol_value	addend	resolved_target_functions	resolved_target_address	owners	owner_start	owner_offset	owner_extent	owner_end	owner_fde	evidence	instruction_word
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.text	983	.text	0x6294	0x6294	0x62f4	R_AARCH64_LDST32_ABS_LO12_NC	dsoffload_presetting	650	0	STT_OBJECT	.bss	0x744	0x0		0x744	unnamed@.text+0x6140	0x6140	0x154	eh_frame_FDE	0x66c4	0x15d0	executable_reference	0xb9000041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.text	4284	.text	0x18a10	0x18a10	0x18a70	R_AARCH64_CALL26	macMT7530PortReset	500	0	STT_FUNC	.text	0x18610	0x0	macMT7530PortReset	0x18610	macMT7530SetPortDuplexMode	0x18940	0xd0	symbol_size	0x18a78		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.text	4515	.text	0x19dbc	0x19dbc	0x19e1c	R_AARCH64_CALL26	macMT7530PortReset	500	0	STT_FUNC	.text	0x18610	0x0	macMT7530PortReset	0x18610	macMT7530SetPortMode	0x19d20	0x9c	symbol_size	0x19ed8		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.text	5836	.text	0x218ec	0x218ec	0x2194c	R_AARCH64_CALL26	macMT7530PortReset	500	0	STT_FUNC	.text	0x18610	0x0	macMT7530PortReset	0x18610	macMT7530gswAPIDispatch	0x208b0	0x103c	symbol_size	0x22fe4		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.text.unlikely	96	.text.unlikely	0x540	0x540	0x25770	R_AARCH64_ADR_PREL_PG_HI21	dsoffload_presetting	650	0	STT_OBJECT	.bss	0x744	0x0		0x744	unnamed@.text.unlikely+0x538	0x538	0x8	eh_frame_FDE	0x5d4	0xf30	executable_reference	0x90000001
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.text.unlikely	99	.text.unlikely	0x550	0x550	0x25780	R_AARCH64_LDST32_ABS_LO12_NC	dsoffload_presetting	650	0	STT_OBJECT	.bss	0x744	0x0		0x744	unnamed@.text.unlikely+0x538	0x538	0x18	eh_frame_FDE	0x5d4	0xf30	executable_reference	0xb9400021
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.exit.text	6	.exit.text	0x4c	0x4c	0x26198	R_AARCH64_CALL26	macReset	513	0	STT_FUNC	.text	0x2bd0	0x0	macReset	0x2bd0	cleanup_module	0x0	0x4c	symbol_size	0xa8		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela__ksymtab	3	__ksymtab	0x18	0x18	0x2620c	R_AARCH64_PREL32	dsoffload_presetting	650	0	STT_OBJECT	.bss	0x744	0x0		0x744							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.eh_frame	48	.eh_frame	0x744	0x744	0x2c6d4	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x14f0	XSI_MAC_LOGIC_RESET	0x14f0							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.eh_frame	67	.eh_frame	0x9d4	0x9d4	0x2c964	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x2bd0	macReset	0x2bd0							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.eh_frame	226	.eh_frame	0x22c4	0x22c4	0x2e254	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x9a00	phy_reset_esd	0x9a00							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.eh_frame	451	.eh_frame	0x4cac	0x4cac	0x30c3c	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x18610	macMT7530PortReset	0x18610							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.rela.eh_frame	509	.eh_frame	0x5878	0x5878	0x31808	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x1cad4	port_all_reset_by_index	0x1cad4							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth_ephy.ko	b10143d9f578a701e82e2bff954199db9ef0810d3e59d66f81b8de4dbd6fe500	.rela.eh_frame	109	.eh_frame	0x1b84	0x1b84	0x1b224	R_AARCH64_PREL32		2	0	STT_SECTION	.text.unlikely	0x0	0x28c	phyForceEEEAllOnOffRecover	0x28c							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	2388	.text	0xc32c	0xc32c	0xc38c	R_AARCH64_CALL26	fe_do_core_reset_without_qdma	309	0	STT_FUNC	.text	0x14f10	0x0	fe_do_core_reset_without_qdma	0x14f10	fe_use_gdmp_sram	0xc2f0	0x3c	symbol_size	0xc34c		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3042	.text	0x11ac4	0x11ac4	0x11b24	R_AARCH64_CALL26	fe_set_gdm2_sptag_for_loopback_recover	164	0	STT_FUNC	.text.unlikely	0x920	0x0	fe_set_gdm2_sptag_for_loopback_recover	0x920	fe_api_set_gdm2_sptag_for_loopback	0x11ab0	0x14	symbol_size	0x11ae4		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3045	.text	0x11b44	0x11b44	0x11ba4	R_AARCH64_CALL26	fe_set_gdm_sptag_for_extswitch_recover	107	0	STT_FUNC	.text.unlikely	0x9dc	0x0	fe_set_gdm_sptag_for_extswitch_recover	0x9dc	fe_api_set_gdm_sptag_for_extswitch	0x11b10	0x34	symbol_size	0x11b64		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3496	.text	0x14c40	0x14c40	0x14ca0	R_AARCH64_ADR_PREL_PG_HI21	g_fe_iq_reset_cnt	379	0	STT_OBJECT	.bss	0x570	0x0		0x570	fe_do_core_reset	0x14a40	0x200	symbol_size	0x14ef4		executable_reference	0x90000002
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3497	.text	0x14c4c	0x14c4c	0x14cac	R_AARCH64_LDST32_ABS_LO12_NC	g_fe_iq_reset_cnt	379	0	STT_OBJECT	.bss	0x570	0x0		0x570	fe_do_core_reset	0x14a40	0x20c	symbol_size	0x14ef4		executable_reference	0xb9400041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3498	.text	0x14c54	0x14c54	0x14cb4	R_AARCH64_LDST32_ABS_LO12_NC	g_fe_iq_reset_cnt	379	0	STT_OBJECT	.bss	0x570	0x0		0x570	fe_do_core_reset	0x14a40	0x214	symbol_size	0x14ef4		executable_reference	0xb9000041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3501	.text	0x14c70	0x14c70	0x14cd0	R_AARCH64_ADR_PREL_PG_HI21	g_fe_all_reset_cnt	321	0	STT_OBJECT	.bss	0x584	0x0		0x584	fe_do_core_reset	0x14a40	0x230	symbol_size	0x14ef4		executable_reference	0x90000002
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3502	.text	0x14c7c	0x14c7c	0x14cdc	R_AARCH64_LDST32_ABS_LO12_NC	g_fe_all_reset_cnt	321	0	STT_OBJECT	.bss	0x584	0x0		0x584	fe_do_core_reset	0x14a40	0x23c	symbol_size	0x14ef4		executable_reference	0xb9400041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3503	.text	0x14c84	0x14c84	0x14ce4	R_AARCH64_LDST32_ABS_LO12_NC	g_fe_all_reset_cnt	321	0	STT_OBJECT	.bss	0x584	0x0		0x584	fe_do_core_reset	0x14a40	0x244	symbol_size	0x14ef4		executable_reference	0xb9000041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3526	.text	0x14e64	0x14e64	0x14ec4	R_AARCH64_ADR_PREL_PG_HI21	g_fe_qdma_reset_cnt	411	0	STT_OBJECT	.bss	0x57c	0x0		0x57c	fe_do_core_reset	0x14a40	0x424	symbol_size	0x14ef4		executable_reference	0x90000002
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3528	.text	0x14e74	0x14e74	0x14ed4	R_AARCH64_LDST32_ABS_LO12_NC	g_fe_qdma_reset_cnt	411	0	STT_OBJECT	.bss	0x57c	0x0		0x57c	fe_do_core_reset	0x14a40	0x434	symbol_size	0x14ef4		executable_reference	0xb9400041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3530	.text	0x14e84	0x14e84	0x14ee4	R_AARCH64_LDST32_ABS_LO12_NC	g_fe_qdma_reset_cnt	411	0	STT_OBJECT	.bss	0x57c	0x0		0x57c	fe_do_core_reset	0x14a40	0x444	symbol_size	0x14ef4		executable_reference	0xb9000041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3533	.text	0x14ea8	0x14ea8	0x14f08	R_AARCH64_ADR_PREL_PG_HI21	g_fe_qdma_lan_reset_cnt	414	0	STT_OBJECT	.bss	0x58c	0x0		0x58c	fe_do_core_reset	0x14a40	0x468	symbol_size	0x14ef4		executable_reference	0x90000002
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3535	.text	0x14eb4	0x14eb4	0x14f14	R_AARCH64_LDST32_ABS_LO12_NC	g_fe_qdma_lan_reset_cnt	414	0	STT_OBJECT	.bss	0x58c	0x0		0x58c	fe_do_core_reset	0x14a40	0x474	symbol_size	0x14ef4		executable_reference	0xb9400041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3537	.text	0x14ec4	0x14ec4	0x14f24	R_AARCH64_LDST32_ABS_LO12_NC	g_fe_qdma_lan_reset_cnt	414	0	STT_OBJECT	.bss	0x58c	0x0		0x58c	fe_do_core_reset	0x14a40	0x484	symbol_size	0x14ef4		executable_reference	0xb9000041
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3545	.text	0x14f00	0x14f00	0x14f60	R_AARCH64_CALL26	fe_do_core_reset	290	0	STT_FUNC	.text	0x14a40	0x0	fe_do_core_reset	0x14a40	fe_do_core_reset_with_qdma	0x14ef4	0xc	symbol_size	0x14f10		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.text	3546	.text	0x14f1c	0x14f1c	0x14f7c	R_AARCH64_CALL26	fe_do_core_reset	290	0	STT_FUNC	.text	0x14a40	0x0	fe_do_core_reset	0x14a40	fe_do_core_reset_without_qdma	0x14f10	0xc	symbol_size	0x14f2c		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.init.text	8	.init.text	0x68	0x68	0x1f5a0	R_AARCH64_CALL26	fe_reset	110	0	STT_FUNC	.text	0xbee0	0x0	fe_reset	0xbee0	init_module	0x0	0x68	symbol_size	0xcb0		direct_call_BL	0x94000000
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela__ksymtab	12	__ksymtab	0x78	0x78	0x20508	R_AARCH64_PREL32	g_fe_pse_reset_test	362	0	STT_OBJECT	.bss	0x598	0x0		0x598							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela__ksymtab	14	__ksymtab	0x48	0x48	0x204d8	R_AARCH64_PREL32	fe_pse_reset_flag	189	0	STT_OBJECT	.bss	0x708	0x0		0x708							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	59	.eh_frame	0xaf8	0xaf8	0x285f8	R_AARCH64_PREL32		2	0	STT_SECTION	.text.unlikely	0x0	0x920	fe_set_gdm2_sptag_for_loopback_recover	0x920							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	61	.eh_frame	0xb40	0xb40	0x28640	R_AARCH64_PREL32		2	0	STT_SECTION	.text.unlikely	0x0	0x9dc	fe_set_gdm_sptag_for_extswitch_recover	0x9dc							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	76	.eh_frame	0xe5c	0xe5c	0x2895c	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0xbee0	fe_reset	0xbee0							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	86	.eh_frame	0xff8	0xff8	0x28af8	R_AARCH64_PREL32		2	0	STT_SECTION	.text.unlikely	0x0	0xa20	fe_pse_reset_info_read	0xa20							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	87	.eh_frame	0x101c	0x101c	0x28b1c	R_AARCH64_PREL32		2	0	STT_SECTION	.text.unlikely	0x0	0xad4	fe_pse_reset_threshold_read	0xad4							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	88	.eh_frame	0x103c	0x103c	0x28b3c	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0xc800	fe_pse_reset_threshold_write	0xc800							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	89	.eh_frame	0x1064	0x1064	0x28b64	R_AARCH64_PREL32		2	0	STT_SECTION	.text.unlikely	0x0	0xafc	fe_pse_reset_action_read	0xafc							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	90	.eh_frame	0x1084	0x1084	0x28b84	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0xc890	fe_pse_reset_action_write	0xc890							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	91	.eh_frame	0x10ac	0x10ac	0x28bac	R_AARCH64_PREL32		2	0	STT_SECTION	.text.unlikely	0x0	0xb24	fe_pse_reset_test_read	0xb24							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	92	.eh_frame	0x10cc	0x10cc	0x28bcc	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0xc920	fe_pse_reset_test_write	0xc920							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	116	.eh_frame	0x155c	0x155c	0x2905c	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0xe130	fe_api_do_fe_reset	0xe130							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	237	.eh_frame	0x2848	0x2848	0x2a348	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x131b0	XSI_MAC_LOGIC_RESET	0x131b0							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	265	.eh_frame	0x2d04	0x2d04	0x2a804	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x14730	fe_do_scu_reset	0x14730							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	266	.eh_frame	0x2d44	0x2d44	0x2a844	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x14a40	fe_do_core_reset	0x14a40							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	267	.eh_frame	0x2d88	0x2d88	0x2a888	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x14ef4	fe_do_core_reset_with_qdma	0x14ef4							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.eh_frame	268	.eh_frame	0x2da8	0x2da8	0x2a8a8	R_AARCH64_PREL32		1	0	STT_SECTION	.text	0x0	0x14f10	fe_do_core_reset_without_qdma	0x14f10							data_reference	
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.rela.data	83	.data	0x408	0x408	0x2c1d8	R_AARCH64_ABS64	fe_api_do_fe_reset	352	0	STT_FUNC	.text	0xe130	0x0	fe_api_do_fe_reset	0xe130							data_reference	
